state,date,temp,avgTemp
Mississippi,1985,63.2,-1
Mississippi,1986,64.6,0.4
Mississippi,1987,63.5,-0.7
Mississippi,1988,62.7,-1.5
Mississippi,1989,62.4,-1.8
Mississippi,1990,65.1,0.9
Mississippi,1991,64.3,0.1
Mississippi,1992,62.8,-1.4
Mississippi,1993,62.7,-1.5
Mississippi,1994,63.5,-0.7
Mississippi,1995,63.6,-0.6
Mississippi,1996,63,-1.2
Mississippi,1997,62.9,-1.3
Mississippi,1998,65.9,1.7
Mississippi,1999,65,0.8
Mississippi,2000,64.2,0
Mississippi,2001,63.7,-0.5
Mississippi,2002,64,-0.2
Mississippi,2003,63.3,-0.9
Mississippi,2004,64,-0.2
Mississippi,2005,64.3,0.1
Mississippi,2006,64.8,0.6
Mississippi,2007,65,0.8
Mississippi,2008,63.3,-0.9
Mississippi,2009,63.6,-0.6
Mississippi,2010,63.5,-0.7
Mississippi,2011,64.5,0.3
Mississippi,2012,65.7,1.5
Mississippi,2013,63.1,-1.1
Mississippi,2014,62.3,-1.9
Mississippi,2015,65.3,1.1
Mississippi,2016,66,1.8
Missouri,1980,55,0.1
Missouri,1981,54.9,0
Missouri,1982,53.5,-1.4
Missouri,1983,54,-0.9
Missouri,1984,54.4,-0.5
Missouri,1985,53,-1.9
Missouri,1986,55.9,1
Missouri,1987,56.3,1.4
Missouri,1988,54.6,-0.3
Missouri,1989,53,-1.9
Missouri,1990,56.2,1.3
Missouri,1991,56.1,1.2
Missouri,1992,54.5,-0.4
Missouri,1993,53,-1.9
Missouri,1994,54.7,-0.2
Missouri,1995,54.2,-0.7
Missouri,1996,52.9,-2
Missouri,1997,53.7,-1.2
Missouri,1998,57.2,2.3
Missouri,1999,56.4,1.5
Missouri,2000,55.2,0.3
Missouri,2001,55.8,0.9
Missouri,2002,55.3,0.4
Missouri,2003,54.5,-0.4
Missouri,2004,55,0.1
Missouri,2005,56.2,1.3
Missouri,2006,56.8,1.9
Missouri,2007,56.2,1.3
Missouri,2008,53.4,-1.5
Missouri,2009,54,-0.9
Missouri,2010,55.2,0.3
Missouri,2011,55.6,0.7
Missouri,2012,58.6,3.7
Missouri,2013,53.6,-1.3
Missouri,2014,52.9,-2
Missouri,2015,55.8,0.9
Missouri,2016,57.4,2.5
Montana,1980,42.1,-1.4
Montana,1981,44,0.5
Montana,1982,39,-4.5
Montana,1983,41.8,-1.7
Montana,1984,41.7,-1.8
Montana,1985,39.1,-4.4
Montana,1986,43,-0.5
Montana,1987,44.6,1.1
Montana,1988,44.1,0.6
Montana,1989,40.8,-2.7
Montana,1990,42.8,-0.7
Montana,1991,42.9,-0.6
Montana,1992,43.5,0
Montana,1993,39.6,-3.9
Montana,1994,42.7,-0.8
Montana,1995,41.7,-1.8
Montana,1996,39.2,-4.3
Montana,1997,42.2,-1.3
Montana,1998,43.9,0.4
Montana,1999,44,0.5
Montana,2000,42.4,-1.1
Montana,2001,43.7,0.2
Montana,2002,41.4,-2.1
Montana,2003,43.3,-0.2
Montana,2004,42.8,-0.7
Montana,2005,43.1,-0.4
Montana,2006,44.4,0.9
Montana,2007,44,0.5
Montana,2008,41.4,-2.1
Montana,2009,41.1,-2.4
Montana,2010,41.6,-1.9
Montana,2011,41.6,-1.9
Montana,2012,44.5,1
Montana,2013,42.4,-1.1
Montana,2014,41.9,-1.6
Montana,2015,44.9,1.4
Montana,2016,44.6,1.1
Nebraska,1980,49.5,-0.3
Nebraska,1981,50.5,0.7
Nebraska,1982,47,-2.8
Nebraska,1983,47.9,-1.9
Nebraska,1984,48.2,-1.6
Nebraska,1985,46.8,-3
Nebraska,1986,50.3,0.5
Nebraska,1987,50.8,1
Nebraska,1988,49.6,-0.2
Nebraska,1989,48,-1.8
Nebraska,1990,50,0.2
Nebraska,1991,50.1,0.3
Nebraska,1992,48.9,-0.9
Nebraska,1993,46,-3.8
Nebraska,1994,49.2,-0.6
Nebraska,1995,48.6,-1.2
Nebraska,1996,46.6,-3.2
Nebraska,1997,48.6,-1.2
Nebraska,1998,50.6,0.8
Nebraska,1999,51,1.2
Nebraska,2000,49.9,0.1
Nebraska,2001,50.3,0.5
Nebraska,2002,50,0.2
Nebraska,2003,49.8,0
Nebraska,2004,49.8,0
Nebraska,2005,50.7,0.9
Nebraska,2006,51.1,1.3
Nebraska,2007,50,0.2
Nebraska,2008,47.7,-2.1
Nebraska,2009,47.6,-2.2
Nebraska,2010,49.3,-0.5
Nebraska,2011,48.8,-1
Nebraska,2012,52.7,2.9
Nebraska,2013,48.5,-1.3
Nebraska,2014,48,-1.8
Nebraska,2015,50.8,1
Nebraska,2016,51.7,1.9
Nevada,1980,50.4,-1.7
Nevada,1981,51.8,-0.3
Nevada,1982,48.1,-4
Nevada,1983,49.5,-2.6
Nevada,1984,48.8,-3.3
Nevada,1985,48.7,-3.4
Nevada,1986,51.5,-0.6
Nevada,1987,50.6,-1.5
Nevada,1988,50.7,-1.4
Nevada,1989,50.1,-2
Nevada,1990,50,-2.1
Nevada,1991,49.9,-2.2
Nevada,1992,51.4,-0.7
Nevada,1993,48.6,-3.5
Nevada,1994,50.8,-1.3
Nevada,1995,50.9,-1.2
Nevada,1996,51.5,-0.6
Nevada,1997,50.6,-1.5
Nevada,1998,49.2,-2.9
Nevada,1999,50.6,-1.5
Nevada,2000,51.5,-0.6
Nevada,2001,51.6,-0.5
Nevada,2002,50.8,-1.3
Nevada,2003,52.2,0.1
Nevada,2004,50.8,-1.3
Nevada,2005,50.7,-1.4
Nevada,2006,50.8,-1.3
Nevada,2007,51.5,-0.6
Nevada,2008,50.4,-1.7
Nevada,2009,50.4,-1.7
Nevada,2010,50.1,-2
Nevada,2011,49.6,-2.5
Nevada,2012,52.4,0.3
Nevada,2013,50.5,-1.6
Nevada,2014,53,0.9
Nevada,2015,52.9,0.8
Nevada,2016,51.9,-0.2
New Hampshire,1980,41.7,-2.5
New Hampshire,1981,43.3,-0.9
New Hampshire,1982,42,-2.2
New Hampshire,1983,44,-0.2
New Hampshire,1984,43.6,-0.6
New Hampshire,1985,42.4,-1.8
New Hampshire,1986,42.7,-1.5
New Hampshire,1987,43.1,-1.1
New Hampshire,1988,42.7,-1.5
New Hampshire,1989,41.7,-2.5
New Hampshire,1990,45,0.8
New Hampshire,1991,44.5,0.3
New Hampshire,1992,41.8,-2.4
New Hampshire,1993,42.5,-1.7
New Hampshire,1994,42.7,-1.5
New Hampshire,1995,43.3,-0.9
New Hampshire,1996,43,-1.2
New Hampshire,1997,42.3,-1.9
New Hampshire,1998,46,1.8
New Hampshire,1999,45.4,1.2
New Hampshire,2000,43,-1.2
New Hampshire,2001,44.6,0.4
New Hampshire,2002,44.5,0.3
New Hampshire,2003,42.5,-1.7
New Hampshire,2004,43,-1.2
New Hampshire,2005,44,-0.2
New Hampshire,2006,45.8,1.6
New Hampshire,2007,43.1,-1.1
New Hampshire,2008,43.9,-0.3
New Hampshire,2009,43,-1.2
New Hampshire,2010,46,1.8
New Hampshire,2011,44.9,0.7
New Hampshire,2012,46.6,2.4
New Hampshire,2013,44.2,0
New Hampshire,2014,43.1,-1.1
New Hampshire,2015,43.6,-0.6
New Hampshire,2016,45.7,1.5
New Jersey,1980,51.6,-1.9
New Jersey,1981,51.5,-2
New Jersey,1982,51.4,-2.1
New Jersey,1983,52.6,-0.9
New Jersey,1984,52.2,-1.3
New Jersey,1985,52.5,-1
New Jersey,1986,52.3,-1.2
New Jersey,1987,52.4,-1.1
New Jersey,1988,51.6,-1.9
New Jersey,1989,51.5,-2
New Jersey,1990,54.5,1
New Jersey,1991,54.4,0.9
New Jersey,1992,51.2,-2.3
New Jersey,1993,52.2,-1.3
New Jersey,1994,52.2,-1.3
New Jersey,1995,52.5,-1
New Jersey,1996,51.5,-2
New Jersey,1997,52.1,-1.4
New Jersey,1998,55.2,1.7
New Jersey,1999,54.1,0.6
New Jersey,2000,52.2,-1.3
New Jersey,2001,53.6,0.1
New Jersey,2002,54.3,0.8
New Jersey,2003,51.8,-1.7
New Jersey,2004,53,-0.5
New Jersey,2005,53.5,0
New Jersey,2006,55,1.5
New Jersey,2007,53.6,0.1
New Jersey,2008,53.6,0.1
New Jersey,2009,52.7,-0.8
New Jersey,2010,54.7,1.2
New Jersey,2011,54.9,1.4
New Jersey,2012,55.9,2.4
New Jersey,2013,53.2,-0.3
New Jersey,2014,51.9,-1.6
New Jersey,2015,53.9,0.4
New Jersey,2016,54.9,1.4
New Mexico,1980,53.6,-1.1
New Mexico,1981,54.4,-0.3
New Mexico,1982,52.6,-2.1
New Mexico,1983,52.5,-2.2
New Mexico,1984,52.4,-2.3
New Mexico,1985,52.8,-1.9
New Mexico,1986,53.6,-1.1
New Mexico,1987,51.9,-2.8
New Mexico,1988,52.6,-2.1
New Mexico,1989,54,-0.7
New Mexico,1990,53.3,-1.4
New Mexico,1991,52.5,-2.2
New Mexico,1992,52.6,-2.1
New Mexico,1993,53.1,-1.6
New Mexico,1994,54.4,-0.3
New Mexico,1995,54.3,-0.4
New Mexico,1996,54.7,0
New Mexico,1997,52.9,-1.8
New Mexico,1998,54.2,-0.5
New Mexico,1999,54.3,-0.4
New Mexico,2000,55.2,0.5
New Mexico,2001,54.6,-0.1
New Mexico,2002,54.4,-0.3
New Mexico,2003,55.5,0.8
New Mexico,2004,53.5,-1.2
New Mexico,2005,54.7,0
New Mexico,2006,54.7,0
New Mexico,2007,54.2,-0.5
New Mexico,2008,53.6,-1.1
New Mexico,2009,54.3,-0.4
New Mexico,2010,54.2,-0.5
New Mexico,2011,54.6,-0.1
New Mexico,2012,56,1.3
New Mexico,2013,53.7,-1
New Mexico,2014,54.8,0.1
New Mexico,2015,54.9,0.2
New Mexico,2016,55.5,0.8
New York,1980,43.6,-2.3
New York,1981,44.7,-1.2
New York,1982,44.4,-1.5
New York,1983,45.5,-0.4
New York,1984,45.2,-0.7
New York,1985,44.7,-1.2
New York,1986,45.1,-0.8
New York,1987,45.7,-0.2
New York,1988,44.8,-1.1
New York,1989,43.8,-2.1
New York,1990,47.3,1.4
New York,1991,47.1,1.2
New York,1992,43.8,-2.1
New York,1993,44.2,-1.7
New York,1994,44.3,-1.6
New York,1995,45.2,-0.7
New York,1996,44.5,-1.4
New York,1997,44.3,-1.6
New York,1998,48.3,2.4
New York,1999,46.9,1
New York,2000,44.9,-1
New York,2001,46.9,1
New York,2002,46.8,0.9
New York,2003,44.5,-1.4
New York,2004,45.2,-0.7
New York,2005,46.2,0.3
New York,2006,47.6,1.7
New York,2007,45.7,-0.2
New York,2008,45.8,-0.1
New York,2009,45,-0.9
New York,2010,47.3,1.4
New York,2011,47.1,1.2
New York,2012,48.8,2.9
New York,2013,45.7,-0.2
New York,2014,44.5,-1.4
New York,2015,45.7,-0.2
New York,2016,47.6,1.7
North Carolina,1980,57.9,-1.7
North Carolina,1981,57.2,-2.4
North Carolina,1982,58.6,-1
North Carolina,1983,57.9,-1.7
North Carolina,1984,58.6,-1
North Carolina,1985,59.2,-0.4
North Carolina,1986,59.8,0.2
North Carolina,1987,58.5,-1.1
North Carolina,1988,57.3,-2.3
North Carolina,1989,58.2,-1.4
North Carolina,1990,61.1,1.5
North Carolina,1991,60.2,0.6
North Carolina,1992,58.2,-1.4
North Carolina,1993,58.7,-0.9
North Carolina,1994,59,-0.6
North Carolina,1995,58.4,-1.2
North Carolina,1996,57.8,-1.8
North Carolina,1997,58.1,-1.5
North Carolina,1998,60.8,1.2
North Carolina,1999,59.7,0.1
North Carolina,2000,58.4,-1.2
North Carolina,2001,59.4,-0.2
North Carolina,2002,60,0.4
North Carolina,2003,58.7,-0.9
North Carolina,2004,59.3,-0.3
North Carolina,2005,59.4,-0.2
North Carolina,2006,59.8,0.2
North Carolina,2007,60.5,0.9
North Carolina,2008,59.3,-0.3
North Carolina,2009,58.9,-0.7
North Carolina,2010,59,-0.6
North Carolina,2011,60.4,0.8
North Carolina,2012,60.7,1.1
North Carolina,2013,58.6,-1
North Carolina,2014,58.4,-1.2
North Carolina,2015,60.5,0.9
North Carolina,2016,60.8,1.2
North Dakota,1980,41.2,-0.2
North Dakota,1981,43.2,1.8
North Dakota,1982,37.8,-3.6
North Dakota,1983,41.1,-0.3
North Dakota,1984,41,-0.4
North Dakota,1985,38.2,-3.2
North Dakota,1986,41.7,0.3
North Dakota,1987,45,3.6
North Dakota,1988,42.4,1
North Dakota,1989,39.4,-2
North Dakota,1990,42.6,1.2
North Dakota,1991,42.3,0.9
North Dakota,1992,41.2,-0.2
North Dakota,1993,38.3,-3.1
North Dakota,1994,40,-1.4
North Dakota,1995,39.6,-1.8
North Dakota,1996,36.5,-4.9
North Dakota,1997,40.7,-0.7
North Dakota,1998,43.2,1.8
North Dakota,1999,43,1.6
North Dakota,2000,41.1,-0.3
North Dakota,2001,42.2,0.8
North Dakota,2002,41,-0.4
North Dakota,2003,40.8,-0.6
North Dakota,2004,40.5,-0.9
North Dakota,2005,42.4,1
North Dakota,2006,43.8,2.4
North Dakota,2007,41.8,0.4
North Dakota,2008,39.3,-2.1
North Dakota,2009,38.5,-2.9
North Dakota,2010,40.9,-0.5
North Dakota,2011,40.7,-0.7
North Dakota,2012,44.1,2.7
North Dakota,2013,38.8,-2.6
North Dakota,2014,39,-2.4
North Dakota,2015,43.4,2
North Dakota,2016,44.3,2.9
Ohio,1980,49.3,-2
Ohio,1981,49.6,-1.7
Ohio,1982,50.3,-1
Ohio,1983,51.1,-0.2
Ohio,1984,50.4,-0.9
Ohio,1985,50.4,-0.9
Ohio,1986,51.6,0.3
Ohio,1987,52.3,1
Ohio,1988,50.4,-0.9
Ohio,1989,49.4,-1.9
Ohio,1990,52.7,1.4
Ohio,1991,53.1,1.8
Ohio,1992,50.3,-1
Ohio,1993,50.4,-0.9
Ohio,1994,50.5,-0.8
Ohio,1995,50.3,-1
Ohio,1996,49.5,-1.8
Ohio,1997,49.9,-1.4
Ohio,1998,54.1,2.8
Ohio,1999,52.3,1
Ohio,2000,50.8,-0.5
Ohio,2001,52.4,1.1
Ohio,2002,52.5,1.2
Ohio,2003,50.2,-1.1
Ohio,2004,51.3,0
Ohio,2005,51.8,0.5
Ohio,2006,52.7,1.4
Ohio,2007,52.3,1
Ohio,2008,50.6,-0.7
Ohio,2009,50.5,-0.8
Ohio,2010,51.7,0.4
Ohio,2011,52.3,1
Ohio,2012,54,2.7
Ohio,2013,50.9,-0.4
Ohio,2014,49.2,-2.1
Ohio,2015,51.6,0.3
Ohio,2016,53.5,2.2
Oklahoma,1980,60.5,0.3
Oklahoma,1981,60.5,0.3
Oklahoma,1982,59,-1.2
Oklahoma,1983,58,-2.2
Oklahoma,1984,59.4,-0.8
Oklahoma,1985,58.7,-1.5
Oklahoma,1986,60.8,0.6
Oklahoma,1987,59.6,-0.6
Oklahoma,1988,59.2,-1
Oklahoma,1989,58.1,-2.1
Oklahoma,1990,60.7,0.5
Oklahoma,1991,60.3,0.1
Oklahoma,1992,59.3,-0.9
Oklahoma,1993,58.1,-2.1
Oklahoma,1994,59.7,-0.5
Oklahoma,1995,59.4,-0.8
Oklahoma,1996,59,-1.2
Oklahoma,1997,58.7,-1.5
Oklahoma,1998,62.1,1.9
Oklahoma,1999,61.4,1.2
Oklahoma,2000,60.3,0.1
Oklahoma,2001,60.8,0.6
Oklahoma,2002,59.4,-0.8
Oklahoma,2003,59.9,-0.3
Oklahoma,2004,60.2,0
Oklahoma,2005,60.8,0.6
Oklahoma,2006,62.2,2
Oklahoma,2007,60.1,-0.1
Oklahoma,2008,59.6,-0.6
Oklahoma,2009,59.4,-0.8
Oklahoma,2010,60.3,0.1
Oklahoma,2011,61.6,1.4
Oklahoma,2012,63.2,3
Oklahoma,2013,58.8,-1.4
Oklahoma,2014,58.9,-1.3
Oklahoma,2015,60.8,0.6
Oklahoma,2016,62.3,2.1
Oregon,1980,47,-2.1
Oregon,1981,47.8,-1.3
Oregon,1982,45.4,-3.7
Oregon,1983,47,-2.1
Oregon,1984,45.6,-3.5
Oregon,1985,44.6,-4.5
Oregon,1986,48.1,-1
Oregon,1987,48.4,-0.7
Oregon,1988,47.9,-1.2
Oregon,1989,46.5,-2.6
Oregon,1990,47.4,-1.7
Oregon,1991,47.6,-1.5
Oregon,1992,49.4,0.3
Oregon,1993,45.5,-3.6
Oregon,1994,47.9,-1.2
Oregon,1995,48.1,-1
Oregon,1996,47.6,-1.5
Oregon,1997,47.8,-1.3
Oregon,1998,47.8,-1.3
Oregon,1999,47.2,-1.9
Oregon,2000,47.5,-1.6
Oregon,2001,47.8,-1.3
Oregon,2002,47.7,-1.4
Oregon,2003,49,-0.1
Oregon,2004,48.5,-0.6
Oregon,2005,47.7,-1.4
Oregon,2006,47.9,-1.2
Oregon,2007,47.8,-1.3
Oregon,2008,46.8,-2.3
Oregon,2009,47.3,-1.8
Oregon,2010,47.1,-2
Oregon,2011,46.3,-2.8
Oregon,2012,48,-1.1
Oregon,2013,47.6,-1.5
Oregon,2014,49.6,0.5
Oregon,2015,50.4,1.3
Oregon,2016,48.8,-0.3
Pennsylvania,1980,47.3,-1.9
Pennsylvania,1981,47.5,-1.7
Pennsylvania,1982,47.9,-1.3
Pennsylvania,1983,48.7,-0.5
Pennsylvania,1984,48.2,-1
Pennsylvania,1985,48.5,-0.7
Pennsylvania,1986,48.8,-0.4
Pennsylvania,1987,49.2,0
Pennsylvania,1988,48.1,-1.1
Pennsylvania,1989,47.5,-1.7
Pennsylvania,1990,50.7,1.5
Pennsylvania,1991,50.7,1.5
Pennsylvania,1992,47.7,-1.5
Pennsylvania,1993,48.2,-1
Pennsylvania,1994,48,-1.2
Pennsylvania,1995,48.5,-0.7
Pennsylvania,1996,47.6,-1.6
Pennsylvania,1997,48,-1.2
Pennsylvania,1998,51.8,2.6
Pennsylvania,1999,50,0.8
Pennsylvania,2000,48.5,-0.7
Pennsylvania,2001,49.9,0.7
Pennsylvania,2002,50.3,1.1
Pennsylvania,2003,48,-1.2
Pennsylvania,2004,49.1,-0.1
Pennsylvania,2005,49.5,0.3
Pennsylvania,2006,50.8,1.6
Pennsylvania,2007,49.5,0.3
Pennsylvania,2008,48.9,-0.3
Pennsylvania,2009,48.4,-0.8
Pennsylvania,2010,50.1,0.9
Pennsylvania,2011,50.4,1.2
Pennsylvania,2012,51.8,2.6
Pennsylvania,2013,49,-0.2
Pennsylvania,2014,47.4,-1.8
Pennsylvania,2015,49.5,0.3
Pennsylvania,2016,50.9,1.7
Rhode Island,1980,48.5,-2.3
Rhode Island,1981,48.9,-1.9
Rhode Island,1982,48.6,-2.2
Rhode Island,1983,50.3,-0.5
Rhode Island,1984,49.8,-1
Rhode Island,1985,49.2,-1.6
Rhode Island,1986,49,-1.8
Rhode Island,1987,49.1,-1.7
Rhode Island,1988,49,-1.8
Rhode Island,1989,48.6,-2.2
Rhode Island,1990,51.5,0.7
Rhode Island,1991,51.4,0.6
Rhode Island,1992,48.4,-2.4
Rhode Island,1993,49.3,-1.5
Rhode Island,1994,49.6,-1.2
Rhode Island,1995,49.9,-0.9
Rhode Island,1996,49.1,-1.7
Rhode Island,1997,49.4,-1.4
Rhode Island,1998,52,1.2
Rhode Island,1999,51.8,1
Rhode Island,2000,49.4,-1.4
Rhode Island,2001,51.1,0.3
Rhode Island,2002,51.2,0.4
Rhode Island,2003,49,-1.8
Rhode Island,2004,49.3,-1.5
Rhode Island,2005,50.1,-0.7
Rhode Island,2006,51.8,1
Rhode Island,2007,50.3,-0.5
Rhode Island,2008,50.8,0
Rhode Island,2009,49.8,-1
Rhode Island,2010,52,1.2
Rhode Island,2011,51.6,0.8
Rhode Island,2012,52.9,2.1
Rhode Island,2013,50.7,-0.1
Rhode Island,2014,49.7,-1.1
Rhode Island,2015,50.4,-0.4
Rhode Island,2016,52.2,1.4
South Carolina,1980,61.9,-1.6
South Carolina,1981,61.2,-2.3
South Carolina,1982,62.7,-0.8
South Carolina,1983,61.3,-2.2
South Carolina,1984,62.4,-1.1
South Carolina,1985,63,-0.5
South Carolina,1986,64.1,0.6
South Carolina,1987,62.3,-1.2
South Carolina,1988,61.2,-2.3
South Carolina,1989,62.3,-1.2
South Carolina,1990,65,1.5
South Carolina,1991,63.8,0.3
South Carolina,1992,61.9,-1.6
South Carolina,1993,62.6,-0.9
South Carolina,1994,62.8,-0.7
South Carolina,1995,62.5,-1
South Carolina,1996,61.8,-1.7
South Carolina,1997,62.2,-1.3
South Carolina,1998,64.7,1.2
South Carolina,1999,63.4,-0.1
South Carolina,2000,62.2,-1.3
South Carolina,2001,63.3,-0.2
South Carolina,2002,63.7,0.2
South Carolina,2003,62.4,-1.1
South Carolina,2004,63.2,-0.3
South Carolina,2005,63.1,-0.4
South Carolina,2006,63.6,0.1
South Carolina,2007,64.3,0.8
South Carolina,2008,63,-0.5
South Carolina,2009,62.7,-0.8
South Carolina,2010,62.6,-0.9
South Carolina,2011,64.1,0.6
South Carolina,2012,64.5,1
South Carolina,2013,62.3,-1.2
South Carolina,2014,62.2,-1.3
South Carolina,2015,64.5,1
South Carolina,2016,64.9,1.4
South Dakota,1980,46.2,0.3
South Dakota,1981,47.5,1.6
South Dakota,1982,43,-2.9
South Dakota,1983,45,-0.9
South Dakota,1984,45.1,-0.8
South Dakota,1985,42.9,-3
South Dakota,1986,45.8,-0.1
South Dakota,1987,48.6,2.7
South Dakota,1988,46.7,0.8
South Dakota,1989,44.3,-1.6
South Dakota,1990,46.9,1
South Dakota,1991,46.8,0.9
South Dakota,1992,45.6,-0.3
South Dakota,1993,42.3,-3.6
South Dakota,1994,44.9,-1
South Dakota,1995,44.7,-1.2
South Dakota,1996,41.6,-4.3
South Dakota,1997,44.8,-1.1
South Dakota,1998,47.4,1.5
South Dakota,1999,47.8,1.9
South Dakota,2000,46,0.1
South Dakota,2001,46.5,0.6
South Dakota,2002,46.2,0.3
South Dakota,2003,46.1,0.2
South Dakota,2004,46.3,0.4
South Dakota,2005,47.3,1.4
South Dakota,2006,48.1,2.2
South Dakota,2007,46.8,0.9
South Dakota,2008,43.8,-2.1
South Dakota,2009,43.6,-2.3
South Dakota,2010,45.1,-0.8
South Dakota,2011,44.8,-1.1
South Dakota,2012,49.3,3.4
South Dakota,2013,44,-1.9
South Dakota,2014,43.7,-2.2
South Dakota,2015,47.5,1.6
South Dakota,2016,48.4,2.5
Tennessee,1980,57.2,-1
Tennessee,1981,56.7,-1.5
Tennessee,1982,57.6,-0.6
Tennessee,1983,56.7,-1.5
Tennessee,1984,57.5,-0.7
Tennessee,1985,57.3,-0.9
Tennessee,1986,58.8,0.6
Tennessee,1987,58.4,0.2
Tennessee,1988,56.7,-1.5
Tennessee,1989,56.6,-1.6
Tennessee,1990,59.4,1.2
Tennessee,1991,59.1,0.9
Tennessee,1992,57,-1.2
Tennessee,1993,57.2,-1
Tennessee,1994,57.6,-0.6
Tennessee,1995,57.4,-0.8
Tennessee,1996,56.6,-1.6
Tennessee,1997,56.8,-1.4
Tennessee,1998,60.2,2
Tennessee,1999,59.3,1.1
Tennessee,2000,58,-0.2
Tennessee,2001,58.2,0
Tennessee,2002,58.7,0.5
Tennessee,2003,57.5,-0.7
Tennessee,2004,58.5,0.3
Tennessee,2005,58.7,0.5
Tennessee,2006,58.9,0.7
Tennessee,2007,59.9,1.7
Tennessee,2008,57.6,-0.6
Tennessee,2009,57.6,-0.6
Tennessee,2010,57.9,-0.3
Tennessee,2011,58.9,0.7
Tennessee,2012,60.3,2.1
Tennessee,2013,57.1,-1.1
Tennessee,2014,56.6,-1.6
Tennessee,2015,59,0.8
Tennessee,2016,60.2,2
Texas,1980,65,-0.8
Texas,1981,65,-0.8
Texas,1982,64.7,-1.1
Texas,1983,63.4,-2.4
Texas,1984,64.8,-1
Texas,1985,64.4,-1.4
Texas,1986,65.5,-0.3
Texas,1987,63.8,-2
Texas,1988,64.3,-1.5
Texas,1989,64.3,-1.5
Texas,1990,65.6,-0.2
Texas,1991,64.8,-1
Texas,1992,64.4,-1.4
Texas,1993,64.1,-1.7
Texas,1994,65.6,-0.2
Texas,1995,65.2,-0.6
Texas,1996,65.4,-0.4
Texas,1997,63.9,-1.9
Texas,1998,67,1.2
Texas,1999,66.6,0.8
Texas,2000,66.5,0.7
Texas,2001,65.7,-0.1
Texas,2002,65,-0.8
Texas,2003,65.5,-0.3
Texas,2004,65.2,-0.6
Texas,2005,66,0.2
Texas,2006,67.1,1.3
Texas,2007,64.8,-1
Texas,2008,65.5,-0.3
Texas,2009,65.8,0
Texas,2010,65.1,-0.7
Texas,2011,67.3,1.5
Texas,2012,67.8,2
Texas,2013,65.1,-0.7
Texas,2014,64.9,-0.9
Texas,2015,65.8,0
Texas,2016,67.2,1.4
Utah,1980,48.5,-1.3
Utah,1981,50,0.2
Utah,1982,46.4,-3.4
Utah,1983,47.8,-2
Utah,1984,45.9,-3.9
Utah,1985,47,-2.8
Utah,1986,49.3,-0.5
Utah,1987,48.4,-1.4
Utah,1988,48.5,-1.3
Utah,1989,48.6,-1.2
Utah,1990,48.7,-1.1
Utah,1991,47.5,-2.3
Utah,1992,49,-0.8
Utah,1993,46.8,-3
Utah,1994,49.7,-0.1
Utah,1995,49.2,-0.6
Utah,1996,49.6,-0.2
Utah,1997,48.2,-1.6
Utah,1998,48.3,-1.5
Utah,1999,49.2,-0.6
Utah,2000,50.2,0.4
Utah,2001,50,0.2
Utah,2002,48.8,-1
Utah,2003,50.6,0.8
Utah,2004,48.7,-1.1
Utah,2005,49.3,-0.5
Utah,2006,49.2,-0.6
Utah,2007,49.9,0.1
Utah,2008,48.1,-1.7
Utah,2009,48.4,-1.4
Utah,2010,48.3,-1.5
Utah,2011,47.6,-2.2
Utah,2012,50.9,1.1
Utah,2013,47.8,-2
Utah,2014,50.4,0.6
Utah,2015,50.7,0.9
Utah,2016,50.3,0.5
Vermont,1980,40.6,-2.5
Vermont,1981,42.2,-0.9
Vermont,1982,41.3,-1.8
Vermont,1983,42.6,-0.5
Vermont,1984,42.5,-0.6
Vermont,1985,41.5,-1.6
Vermont,1986,41.8,-1.3
Vermont,1987,42.2,-0.9
Vermont,1988,41.8,-1.3
Vermont,1989,40.7,-2.4
Vermont,1990,44.1,1
Vermont,1991,43.5,0.4
Vermont,1992,40.6,-2.5
Vermont,1993,41.2,-1.9
Vermont,1994,41.3,-1.8
Vermont,1995,42.3,-0.8
Vermont,1996,42,-1.1
Vermont,1997,41.1,-2
Vermont,1998,45.2,2.1
Vermont,1999,44.3,1.2
Vermont,2000,41.8,-1.3
Vermont,2001,43.8,0.7
Vermont,2002,43.6,0.5
Vermont,2003,41.5,-1.6
Vermont,2004,41.8,-1.3
Vermont,2005,43.4,0.3
Vermont,2006,45.1,2
Vermont,2007,42.2,-0.9
Vermont,2008,43.1,0
Vermont,2009,42.3,-0.8
Vermont,2010,44.9,1.8
Vermont,2011,44.3,1.2
Vermont,2012,45.9,2.8
Vermont,2013,43.2,0.1
Vermont,2014,42,-1.1
Vermont,2015,42.6,-0.5
Vermont,2016,44.7,1.6
Virginia,1980,54.4,-1.4
Virginia,1981,53.7,-2.1
Virginia,1982,54.7,-1.1
Virginia,1983,54.5,-1.3
Virginia,1984,55,-0.8
Virginia,1985,55.4,-0.4
Virginia,1986,55.7,-0.1
Virginia,1987,55.2,-0.6
Virginia,1988,53.9,-1.9
Virginia,1989,54.4,-1.4
Virginia,1990,57.4,1.6
Virginia,1991,57,1.2
Virginia,1992,54.4,-1.4
Virginia,1993,55.1,-0.7
Virginia,1994,55.3,-0.5
Virginia,1995,55,-0.8
Virginia,1996,54,-1.8
Virginia,1997,54.5,-1.3
Virginia,1998,57.4,1.6
Virginia,1999,56.3,0.5
Virginia,2000,54.9,-0.9
Virginia,2001,55.8,0
Virginia,2002,56.6,0.8
Virginia,2003,55,-0.8
